10
2,0,5,180
3,0,1,0
4,0,1,0
5,0,1,0
6,0,1,0
7,0,5,90
1,1,5,180
2,1,0,180
3,1,0,0
4,1,1,180
5,1,1,180
6,1,0,0
7,1,0,180
8,1,5,90
0,2,5,180
1,2,0,180
2,2,0,0
3,2,3,270
6,2,3,180
7,2,0,0
8,2,0,180
9,2,5,90
0,3,1,90
1,3,0,0
2,3,3,270
7,3,3,180
8,3,0,0
9,3,1,270
0,4,1,90
1,4,1,270
8,4,1,90
9,4,1,270
0,5,1,90
1,5,1,270
8,5,1,90
9,5,1,270
0,6,1,90
1,6,0,0
2,6,3,0
7,6,3,90
8,6,0,0
9,6,1,270
0,7,5,270
1,7,0,180
2,7,0,0
3,7,3,0
6,7,3,90
7,7,0,0
8,7,0,0
9,7,5,0
1,8,5,270
2,8,0,180
3,8,0,0
4,8,1,0
5,8,1,0
6,8,0,0
7,8,0,0
8,8,5,0
2,9,5,270
3,9,1,180
4,9,1,180
5,9,1,180
6,9,1,180
7,9,5,0
