20
5,0,5,180
6,0,1,0
7,0,1,0
8,0,1,0
9,0,1,0
10,0,1,0
11,0,5,90
4,1,5,180
5,1,0,270
6,1,0,270
7,1,0,270
8,1,0,270
9,1,0,270
10,1,0,270
11,1,0,270
12,1,5,90
3,2,5,180
4,2,0,270
5,2,0,270
6,2,0,270
7,2,0,270
8,2,0,270
9,2,0,270
10,2,0,270
11,2,0,270
12,2,0,270
13,2,5,90
2,3,5,180
3,3,0,270
4,3,0,270
5,3,0,270
6,3,0,270
7,3,3,270
8,3,1,0
9,3,3,180
10,3,0,270
11,3,0,270
12,3,0,270
13,3,0,270
14,3,5,90
1,4,5,180
2,4,0,270
3,4,0,270
4,4,0,270
5,4,0,270
6,4,3,270
10,4,3,180
11,4,0,270
12,4,0,270
13,4,0,270
14,4,0,270
15,4,5,90
1,5,1,90
2,5,0,270
3,5,0,270
4,5,0,270
5,5,1,270
11,5,1,90
12,5,0,0
13,5,0,0
14,5,0,0
15,5,1,270
1,6,1,90
2,6,0,270
3,6,0,270
4,6,0,270
5,6,1,270
11,6,1,90
12,6,0,0
13,6,0,0
14,6,0,0
15,6,1,270
1,7,1,90
2,7,0,270
3,7,0,270
4,7,0,270
5,7,1,270
11,7,1,90
12,7,0,0
13,7,0,0
14,7,0,0
15,7,1,270
1,8,1,90
2,8,0,270
3,8,0,270
4,8,0,270
5,8,1,270
11,8,1,90
12,8,0,0
13,8,0,0
14,8,0,0
15,8,1,270
1,9,1,90
2,9,0,270
3,9,0,270
4,9,0,270
5,9,1,270
11,9,1,90
12,9,0,0
13,9,0,0
14,9,0,0
15,9,1,270
1,10,1,90
2,10,0,270
3,10,0,270
4,10,0,270
5,10,1,270
11,10,1,90
12,10,0,0
13,10,0,0
14,10,0,0
15,10,1,270
1,11,1,90
2,11,0,270
3,11,0,270
4,11,0,270
5,11,1,270
11,11,1,90
12,11,0,0
13,11,0,0
14,11,0,0
15,11,1,270
1,12,1,90
2,12,0,270
3,12,0,270
4,12,0,270
5,12,1,270
11,12,1,90
12,12,0,0
13,12,0,0
14,12,0,0
15,12,1,270
1,13,1,90
2,13,0,270
3,13,0,270
4,13,0,270
5,13,1,270
11,13,1,90
12,13,0,0
13,13,0,0
14,13,0,0
15,13,1,270
1,14,1,90
2,14,0,270
3,14,0,270
4,14,0,270
5,14,1,270
11,14,1,90
12,14,0,0
13,14,0,0
14,14,0,0
15,14,1,270
1,15,2,180
2,15,0,270
3,15,0,270
4,15,0,270
5,15,0,270
6,15,3,0
10,15,3,90
11,15,0,0
12,15,0,0
13,15,0,0
14,15,0,0
15,15,2,270
2,16,2,180
3,16,0,0
4,16,0,0
5,16,0,0
6,16,0,270
7,16,3,0
8,16,1,180
9,16,3,90
10,16,0,0
11,16,0,0
12,16,0,0
13,16,0,0
14,16,2,270
3,17,2,180
4,17,0,0
5,17,0,0
6,17,0,0
7,17,0,0
8,17,0,0
9,17,0,0
10,17,0,0
11,17,0,0
12,17,0,0
13,17,2,270
4,18,2,180
5,18,0,0
6,18,0,0
7,18,0,0
8,18,0,0
9,18,0,0
10,18,0,0
11,18,0,0
12,18,2,270
5,19,2,180
6,19,1,180
7,19,1,180
8,19,1,180
9,19,1,180
10,19,1,180
11,19,2,270
