20
spawn,15,16
finish,16,15,16,17
checkpoint,18,11,17,11
checkpoint,12,11,12,12
checkpoint,14,6,14,5
checkpoint,12,2,12,1
checkpoint,2,8,1,8
checkpoint,5,18,5,17
4,1,7,0
5,1,7,0
6,1,0,0
7,1,1,0
8,1,1,0
9,1,1,0
10,1,1,0
11,1,1,0
12,1,1,0
13,1,1,0
14,1,1,0
15,1,1,0
16,1,1,0
17,1,2,0
3,2,7,0
4,2,7,0
5,2,0,0
6,2,0,180
7,2,0,180
8,2,1,180
9,2,1,180
10,2,1,180
11,2,1,180
12,2,1,180
13,2,1,180
14,2,1,180
15,2,1,180
16,2,0,180
17,2,1,270
2,3,7,0
3,3,7,0
4,3,0,0
5,3,0,180
6,3,0,180
7,3,7,0
16,3,1,90
17,3,1,270
1,4,7,0
2,4,7,0
3,4,0,0
4,4,0,180
5,4,0,180
6,4,7,0
7,4,7,0
16,4,1,90
17,4,1,270
1,5,7,0
2,5,0,0
3,5,0,180
4,5,0,180
5,5,7,0
6,5,7,0
7,5,3,90
8,5,1,0
9,5,1,0
10,5,1,0
11,5,1,0
12,5,1,0
13,5,1,0
14,5,1,0
15,5,1,0
16,5,0,180
17,5,1,270
1,6,1,90
2,6,0,180
3,6,0,180
4,6,7,0
5,6,7,0
7,6,1,90
8,6,0,180
9,6,0,180
10,6,0,180
11,6,0,180
12,6,0,180
13,6,0,180
14,6,0,180
15,6,0,180
16,6,0,180
17,6,2,270
1,7,1,90
2,7,0,180
3,7,7,0
4,7,7,0
7,7,1,90
8,7,0,90
9,7,8,90
10,7,8,90
11,7,8,90
12,7,8,90
13,7,6,90
14,7,6,90
15,7,6,90
16,7,6,90
17,7,6,90
1,8,1,90
2,8,1,270
7,8,1,90
8,8,0,90
9,8,8,90
10,8,6,90
11,8,6,90
12,8,6,90
13,8,6,90
14,8,6,90
15,8,6,90
16,8,6,90
17,8,6,90
1,9,1,90
2,9,1,270
7,9,1,90
8,9,0,90
9,9,8,90
10,9,6,90
11,9,6,90
12,9,6,90
13,9,2,90
14,9,1,0
15,9,1,0
16,9,1,0
17,9,1,0
18,9,2,0
1,10,1,90
2,10,1,270
7,10,1,90
8,10,0,90
9,10,8,90
10,10,8,90
11,10,8,90
12,10,8,90
13,10,1,90
14,10,0,0
15,10,1,180
16,10,1,180
17,10,0,0
18,10,1,270
1,11,1,90
2,11,0,0
3,11,1,0
4,11,2,0
7,11,1,90
8,11,0,270
9,11,0,270
10,11,0,270
11,11,0,270
12,11,0,270
13,11,0,180
14,11,1,270
17,11,1,90
18,11,1,270
1,12,2,180
2,12,1,180
3,12,0,0
4,12,1,270
7,12,3,180
8,12,1,180
9,12,1,180
10,12,1,180
11,12,1,180
12,12,1,180
13,12,1,180
14,12,3,270
17,12,1,90
18,12,1,270
3,13,1,90
4,13,1,270
17,13,1,90
18,13,1,270
1,14,2,90
2,14,1,0
3,14,0,0
4,14,1,270
17,14,1,90
18,14,1,270
1,15,1,90
2,15,0,180
3,15,1,180
4,15,2,270
9,15,5,180
10,15,1,0
11,15,1,0
12,15,1,0
13,15,1,0
14,15,1,0
15,15,1,0
16,15,1,0
17,15,0,0
18,15,1,270
1,16,1,90
2,16,1,270
9,16,1,90
10,16,0,0
11,16,0,0
12,16,0,0
13,16,0,0
14,16,0,0
15,16,0,0
16,16,0,0
17,16,0,270
18,16,1,270
1,17,1,90
2,17,0,0
3,17,1,0
4,17,1,0
5,17,1,0
6,17,1,0
7,17,1,0
8,17,1,0
9,17,0,180
10,17,1,180
11,17,1,180
12,17,1,180
13,17,1,180
14,17,1,180
15,17,1,180
16,17,1,180
17,17,1,180
18,17,2,270
1,18,2,180
2,18,1,180
3,18,1,180
4,18,1,180
5,18,1,180
6,18,1,180
7,18,1,180
8,18,1,180
9,18,5,0
